iata_code,icao_code,airport_name,city,country_code,latitude,longitude,elevation
APW,NSFA,Faleolo International Airport,Apia,WS,-13.829999923706055,-172.00799560546875,58
FGI,NSFI,Fagali'i Airport,Apia,WS,-13.849167,-171.739866,131
FTI,NSFQ,Fitiuta Airport,Fitiuta Village,AS,-14.216131,-169.423771,110
MXS,NSMA,Maota Airport,Maota,WS,-13.7423,-172.257996,
PPG,NSTU,Pago Pago International Airport,Pago Pago,AS,-14.331,-170.710007,32
PPT,NTAA,Faa'a International Airport,Papeete,PF,-17.553699,-149.606995,5
RMT,NTAM,Rimatara Airport,Rimatara Island,PF,-22.63725,-152.8059,60
RUR,NTAR,Rurutu Airport,,PF,-22.434099197387695,-151.36099243164062,18
TUB,NTAT,Tubuai Airport,,PF,-23.365400314331055,-149.5240020751953,7
RVV,NTAV,Raivavae Airport,,PF,-23.885201,-147.662003,7
AAA,NTGA,Anaa Airport,Anaa,PF,-17.3526,-145.509995,10
FGU,NTGB,Fangatau Airport,Fangatau,PF,-15.820044,-140.888071,9
TIH,NTGC,Tikehau Airport,Tuherahera,PF,-15.1196,-148.231003,6
APK,NTGD,Apataki Airport,Apataki,PF,-15.5736,-146.414993,8
REA,NTGE,Reao Airport,Reao,PF,-18.46652,-136.43855,12
FAV,NTGF,Fakarava Airport,,PF,-16.054100036621094,-145.65699768066406,13
,NTGG,Nengo-Nengo Airport,Nengonengo Atoll,PF,-18.7506,-141.7591,21
HHZ,NTGH,Hikueru Airport,Hikueru,PF,-17.548297,-142.612037,12
XMH,NTGI,Manihi Airport,,PF,-14.436800003051758,-146.07000732421875,14
GMR,NTGJ,Totegegie Airport,,PF,-23.07990074157715,-134.88999938964844,7
KKR,NTGK,Kaukura Airport,Raitahiti,PF,-15.6633,-146.884995,11
MKP,NTGM,Makemo Airport,Makemo,PF,-16.5839,-143.658005,3
NAU,NTGN,Napuka Island Airport,Napuka Island,PF,-14.177397,-141.266112,7
TKV,NTGO,Tatakoto Airport,Tatakoto,PF,-17.355226,-138.44734,12
PKP,NTGP,Puka Puka Airport,,PF,-14.80955,-138.812621,5
PUK,NTGQ,Pukaruha Airport,Pukaruha,PF,-18.295726,-137.016291,5
,NTGR,Aratika-Perles Airport,Aratika Atoll,PF,-15.622861,-145.496578,7
TKP,NTGT,Takapoto Airport,,PF,-14.709500312805176,-145.24600219726562,12
AXR,NTGU,Arutua Airport,,PF,-15.248299598693848,-146.61700439453125,9
MVT,NTGV,Mataiva Airport,,PF,-14.8681001663208,-148.7169952392578,11
NUK,NTGW,Nukutavake Airport,Nukutavake,PF,-19.284613,-138.768367,17
ZTA,NTGY,Tureia Airport,Tureia,PF,-20.784262,-138.56796,12
AHE,NTHE,Ahe Airport,Ahe Atoll,PF,-14.428099632263184,-146.2570037841797,11
KHZ,NTKA,Kauehi Airport,Kauehi,PF,-15.780622,-145.128443,13
FAC,NTKF,Faaite Airport,Faaite,PF,-16.68657,-145.329394,7
FHZ,NTKH,Fakahina Airport,Fakahina,PF,-15.992259,-140.164246,3
RKA,NTKK,Aratika Nord Airport,,PF,-15.485673,-145.464778,10
TJN,NTKM,Takume Airport,Takume,PF,-15.857434,-142.266469,7
NIU,NTKN,Naiu Airport,Naiu Atoll,PF,-16.119296,-146.368768,50
RRR,NTKO,Raroia Airport,Raroia,PF,-16.050485,-142.476568,18
TKX,NTKR,Takaroa Airport,,PF,-14.45580005645752,-145.02499389648438,13
KXU,NTKT,Katiu Airport,Katiu,PF,-16.339681,-144.407966,7
NKP,,Nukutepipi Airport,Nukutepipi,PF,-20.700054,-143.045933,32
NHV,NTMD,Nuku Hiva Airport,Nuku Hiva,PF,-8.7956,-140.229004,220
AUQ,NTMN,Hiva Oa-Atuona Airport,Hiva Oa Island,PF,-9.76879024506,-139.011001587,1481
UAP,NTMP,Ua Pou Airport,Ua Pou,PF,-9.35167,-140.078003,16
UAH,NTMU,Ua Huka Airport,Ua Huka,PF,-8.936228,-139.554062,160
BOB,NTTB,Bora Bora Airport,Motu Mute,PF,-16.444400787353516,-151.75100708007812,10
TTI,NTTE,Tetiaroa Airport,Tetiaroa,PF,-17.015095,-149.589372,7
RGI,NTTG,Rangiroa Airport,,PF,-14.954299926757812,-147.66099548339844,10
HUH,NTTH,Huahine-Fare Airport,Fare,PF,-16.687084,-151.021593,7
MOZ,NTTM,Moorea Temae Airport,Moorea-Maiao,PF,-17.48979,-149.761777,9
HOI,NTTO,Hao Airport,Otepa,PF,-18.0748,-140.945999,10
MAU,NTTP,Maupiti Airport,,PF,-16.42650032043457,-152.24400329589844,15
RFP,NTTR,Raiatea Airport,Uturoa,PF,-16.7229,-151.466003,3
TPX,NTTU,Tupai Airport,Tupai Atoll,PF,-16.2423,-151.8338,32
UOA,NTTX,Moruroa Airport,Moruroa Atoll,PF,-21.80978,-138.813385,7
VHZ,NTUV,Vahitahi Airport,Vahitahi,PF,-18.780697,-138.85568,9
NUF,,Castlereagh Lake Seaplane Base,Hatton,LK,6.86,80.584,3580
UCC,,Yucca Airstrip,Mercury,US,36.934661,-116.00596,3919
MTV,NVSA,Mota Lava Airport,Ablow,VU,-13.666,167.712006,63
SLH,NVSC,Sola Airport,Sola,VU,-13.8516998291,167.537002563,7
TOH,NVSD,Torres Airstrip,Loh/Linua,VU,-13.328,166.638,75
EAE,NVSE,Siwo Airport,Emae Island,VU,-17.0903,168.343002,7
CCV,NVSF,Craig Cove Airport,Craig Cove,VU,-16.264999,167.923996,69
LOD,NVSG,Longana Airport,Longana,VU,-15.3066997528,167.966995239,167
SSR,NVSH,Sara Airport,Pentecost Island,VU,-15.4708003998,168.151992798,493
PBJ,NVSI,Tavie Airport,Paama Island,VU,-16.431955,168.235511,69
LPM,NVSL,Lamap Airport,Lamap,VU,-16.4611228,167.829253,7
LNB,NVSM,Lamen Bay Airport,Lamen Bay,VU,-16.584199905400002,168.158996582,7
MWF,NVSN,Maewo-Naone Airport,Maewo Island,VU,-14.997222,168.081111,509
LNE,NVSO,Lonorore Airport,Lonorore,VU,-15.865599632299999,168.17199707,43
NUS,NVSP,Norsup Airport,Norsup,VU,-16.0797,167.401001,23
ZGU,NVSQ,Gaua Island Airport,Gaua Island,VU,-14.2181,167.587006,100
RCL,NVSR,Redcliffe Airport,Redcliffe,VU,-15.472,167.835007,36
SON,NVSS,Santo Pekoa International Airport,Luganville,VU,-15.505000114399998,167.220001221,184
TGH,NVST,Tongoa Airport,Tongoa Island,VU,-16.8910999298,168.550994873,443
ULB,NVSU,Uléi Airport,Ambrym Island,VU,-16.3297,168.3011,170
VLS,NVSV,Valesdir Airport,Epi Island,VU,-16.796100616500002,168.177001953,10
WLH,NVSW,Walaha Airport,Walaha,VU,-15.412,167.690994,151
SWJ,NVSX,Southwest Bay Airport,Malekula Island,VU,-16.4864,167.4472,68
OLJ,NVSZ,North West Santo Airport,Olpoi,VU,-14.881699562099998,166.557998657,50
AUY,NVVA,Aneityum Airport,Anatom Island,VU,-20.249142,169.770758,7
AWD,NVVB,Aniwa Airport,Aniwa,VU,-19.2346,169.6009,69
DLY,NVVD,Dillon's Bay Airport,Dillon's Bay,VU,-18.7694,169.001007,630
FTA,NVVF,Futuna Airport,Futuna Island,VU,-19.516399383499998,170.231994629,95
IPA,NVVI,Ipota Airport,Ipota,VU,-18.856389,169.283333,23
VLI,NVVV,Bauerfield International Airport,Port Vila,VU,-17.699301,168.320007,70
TAH,NVVW,Whitegrass Airport,Tanna Island,VU,-19.455099,169.223999,19
NWT,,Nowata Airport,Nowata,PG,-9.984166666669998,149.729166667,2040
TGJ,NWWA,Tiga Airport,Tiga,NC,-21.096407,167.80379,128
BMY,NWWC,Île Art - Waala Airport,Waala,NC,-19.720521,163.661077,306
KNQ,NWWD,Koné Airport,Koné,NC,-21.053551,164.838768,23
ILP,NWWE,Île des Pins Airport,Île des Pins,NC,-22.588899612426758,167.45599365234375,315
KOC,NWWK,Koumac Airport,Koumac,NC,-20.546323,164.255648,42
LIF,NWWL,Lifou Airport,Lifou,NC,-20.774563,167.239328,92
GEA,NWWM,Nouméa Magenta Airport,Nouméa,NC,-22.25812,166.472783,10
PUV,NWWP,Poum / Malabou Airport,Malabou,NC,-20.289155,164.09935,6
PDC,NWWQ,Mueo Airport,Népoui,NC,-21.316456,164.999399,264
MEE,NWWR,Maré Airport,Maré,NC,-21.482438,168.038465,141
TOU,NWWU,Touho Airport,Touho,NC,-20.790127,165.259524,10
UVE,NWWV,Ouvéa Airport,Ouvéa,NC,-20.640932,166.573024,23
NOU,NWWW,La Tontouta International Airport,Nouméa (La Tontouta),NC,-22.014601,166.212997,52
,NZCW,Cromwell/Louburn Airport,Cromwell,NZ,-44.982756,169.215696,1010
FGL,,Fox Glacier Aerodrome,Fox Glacier,NZ,-43.46111,170.01702,
,NZAN,Anama airstrip,Anama,NZ,-43.793757,171.393929,1002
AKL,NZAA,Auckland International Airport,Auckland,NZ,-37.01199,174.786331,23
,NZAH,Taharoa Iron Sands Heliport,Taharoa,NZ,-38.170667,174.704459,53
,NZAL,Avalon Heliport,Wellington,NZ,-41.186766,174.943982,93
TUO,NZAP,Taupo Airport,Taupo,NZ,-38.73970031738281,176.08399963378906,1335
AMZ,NZAR,Ardmore Airport,Manurewa,NZ,-37.029701232910156,174.97300720214844,111
ASG,NZAS,Ashburton Airport,Ashburton,NZ,-43.903301,171.796997,302
,NZAW,Auckland Harbour Water Aerodrome,Aukland,NZ,-36.833333,174.766667,0
,NZBA,Balclutha Aerodrome,Balclutha,NZ,-46.245658,169.748876,22
,NZBC,ASB Bank Centre Heliport,Aukland,NZ,-36.849944,174.762485,468
,NZBW,Burwood Hospital Heliport,Christchurch,NZ,-43.479648,172.687041,16
,NZCB,Centre Bush Aerodrome,Centre Bush,NZ,-46.040001,168.311996,255
,NZCG,Centennial Park Aerodrome,Taupo,NZ,-38.665278,176.134722,1506
CHC,NZCH,Christchurch International Airport,Christchurch,NZ,-43.489029,172.532065,123
CHT,NZCI,Chatham Islands / Tuuta Airport,Te One,NZ,-43.81189,-176.46514,43
,NZCS,Cromwell Racecourse Aerodrome,,NZ,-45.048599,169.171005,856
CMV,NZCX,Coromandel Airport,Coromandel,NZ,-36.791698,175.509003,10
DGR,NZDA,Dargaville Aerodrome,Dargaville,NZ,-35.939304,173.892862,10
,NZDC,Dunedin City Heliport,Dunedin,NZ,-45.882596,170.507947,5
,NZDH,Dunedin Hospital Helipad,Dunedin,NZ,-45.868871,170.509674,159
DUD,NZDN,Dunedin International Airport,Dunedin,NZ,-45.928101,170.197998,4
,NZDV,Dannevirke Aerodrome,,NZ,-40.231685,176.079395,635
,NZES,Wharepapa South Airport,,NZ,-38.143875,175.550396,443
,NZEV,Eves Valley Heliport,Eves Valley,NZ,-41.339777,173.077614,126
,NZFE,Fernside Fields Airpark,Fenside,NZ,-43.317471,172.511956,195
,NZFF,Forest Field Aerodrome,,NZ,-43.385799407958984,172.36099243164062,381
WHO,,Franz Josef Aerodrome,,NZ,-43.36309814453125,170.13400268554688,240
GBZ,NZGB,Great Barrier Aerodrome,Claris,NZ,-36.24140167236328,175.4720001220703,20
GMN,NZGM,Greymouth Airport,,NZ,-42.4617,171.190002,10
GIS,NZGS,Gisborne Airport,Gisborne,NZ,-38.6633,177.977997,15
GTN,NZGT,Glentanner Airport,Glentanner Station,NZ,-43.906700134277344,170.1280059814453,1824
HKK,NZHK,Hokitika Airfield,,NZ,-42.713600158691406,170.98500061035156,146
HLZ,NZHN,Hamilton International Airport,Hamilton,NZ,-37.8666992188,175.332000732,172
WIK,NZKE,Waiheke Island Aerodrome,Waiheke Island,NZ,-36.808899,175.085999,226
KBZ,NZKI,Kaikoura Airport,,NZ,-42.424999,173.604996,20
KKE,NZKK,Kerikeri Airport,Kerikeri,NZ,-35.259148,173.913317,492
KKO,NZKO,Kaikohe Airport,Kaikohe,NZ,-35.451099,173.817001,571
KAT,NZKT,Kaitaia Airport,Awanui,NZ,-35.069837,173.287053,270
ALR,NZLX,Alexandra Aerodrome,Alexandra,NZ,-45.210495,169.371113,752
MTA,NZMA,Matamata Glider Airport,,NZ,-37.734402,175.742004,180
MHB,,Mechanics Bay Heliport,Auckland City,NZ,-36.846525628100004,174.787872434,5
MON,NZMC,Mount Cook Airport,,NZ,-43.764999,170.132996,2153
MFN,NZMF,Milford Sound Airport,,NZ,-44.673302,167.923004,10
MZP,NZMK,Motueka Airport,,NZ,-41.123299,172.988998,39
TEU,NZMO,Manapouri Airport,,NZ,-45.5331,167.649994,687
MRO,NZMS,Hood Airport,Masterton,NZ,-40.974634,175.63454,364
,NZNE,North Shore Aerodrome,Dairy Flat,NZ,-36.6567,174.654999,210
NPL,NZNP,New Plymouth Airport,New Plymouth,NZ,-39.00859832763672,174.1790008544922,97
NPE,NZNR,Hawke's Bay Airport,Napier,NZ,-39.465801,176.869995,6
NSN,NZNS,Nelson Airport,Nelson,NZ,-41.298302,173.220993,17
IVC,NZNV,Invercargill Airport,Invercargill,NZ,-46.41239929199219,168.31300354003906,5
OHA,NZOH,RNZAF Base Ohakea,,NZ,-40.20600128173828,175.38800048828125,164
OAM,NZOU,Oamaru Airport,,NZ,-44.970001,171.082001,99
PMR,NZPM,Palmerston North Airport,Palmerston North,NZ,-40.320599,175.617004,151
PCN,NZPN,Picton Aerodrome,Koromiko,NZ,-41.346099853516,173.95599365234,161
PPQ,NZPP,Paraparaumu Airport,,NZ,-40.904701232910156,174.98899841308594,22
ZQN,NZQN,Queenstown International Airport,Queenstown,NZ,-45.021099,168.738998,1171
RAG,NZRA,Raglan Aerodrome,Raglan,NZ,-37.804699,174.860001,10
SZS,NZRC,Ryan's Creek Aerodrome,Oban,NZ,-46.8997,168.100998,62
ROT,NZRO,Rotorua Regional Airport,Rotorua,NZ,-38.1092,176.317001,935
,NZRT,Rangiora Airfield,Rangiora,NZ,-43.290001,172.542007,180
,NZSF,Springfield Airport,Springfield,NZ,-43.383575,171.911266,1216
TRG,NZTG,Tauranga Airport,Tauranga,NZ,-37.67190170288086,176.1959991455078,13
TMZ,NZTH,Thames Aerodrome,,NZ,-37.1567,175.550003,10
KTF,NZTK,Takaka Airport,,NZ,-40.813301,172.774994,102
TKZ,NZTO,Tokoroa Airfield,Tokoroa,NZ,-38.236698,175.891998,1220
THH,,Taharoa Aerodrome,Taharoa,NZ,-38.18109893798828,174.70799255371094,69
TIU,NZTU,Timaru Airport,,NZ,-44.302799224853516,171.22500610351562,89
TWZ,NZUK,Pukaki Airport,Twitzel,NZ,-44.2350006104,170.117996216,1575
BHE,NZWB,Woodbourne Airport,Blenheim,NZ,-41.5182991027832,173.8699951171875,109
WKA,NZWF,Wanaka Airport,Wanaka,NZ,-44.722954,169.248419,1142
WHK,NZWK,Whakatane Airport,,NZ,-37.92060089111328,176.91400146484375,20
WLG,NZWN,Wellington International Airport,Wellington,NZ,-41.327202,174.804993,41
WIR,NZWO,Wairoa Airport,Wairoa,NZ,-39.012118,177.404395,42
,NZWP,RNZAF Base Auckland-Whenuapai,,NZ,-36.7878,174.630005,103
WRE,NZWR,Whangarei Airport,Whangarei,NZ,-35.769253,174.363713,133
WSZ,NZWS,Westport Airport,Westport,NZ,-41.737111,171.579033,13
WTZ,NZWT,Whitianga Airport,Whitianga,NZ,-36.828731,175.682802,10
WAG,NZWU,Wanganui Airport,Wanganui,NZ,-39.963467,175.02444,27
,NZWV,Waihi Beach Airport,,NZ,-37.430443,175.952394,4
,NZYP,Waipukurau Airport,,NZ,-39.9967,176.537003,430
NLN,,Kneeland Airport,Kneeland,US,40.718639,-123.927298,2737
BZF,,Benton Field,Redding,US,40.5749015808,-122.407997131,719
BIN,OABN,Bamyan Airport,Bamyan,AF,34.808916,67.816629,8367
BST,OABT,Bost Airport,Lashkar Gah,AF,31.5597,64.364998,2464
CCN,OACC,Chaghcharan Airport,Chaghcharan,AF,34.526465,65.27102,7383
SBF,OADS,Sardeh Band Airport,Sardeh Band,AF,33.3207015991,68.6364974976,6971
DWR,OADY,Dwyer Airport,Reg,AF,31.091265,64.066053,2380
DAZ,OADZ,Darwaz Airport,Darwaz,AF,38.461798,70.881606,5250
,OAEM,Ishkashim Airport,Ishkashim,AF,36.71272,71.61261,8420
FAH,OAFR,Farah Airport,Farah,AF,32.366667,62.165347,3083
FBD,OAFZ,Fayzabad Airport,Fayzabad,AF,37.122148,70.5201,3872
GZI,OAGN,Ghazni Airport,Ghazni,AF,33.487853,68.525243,
GRG,OAGZ,Gardez Airport,Gardez,AF,33.627366,69.237023,7790
KWH,OAHN,Khwahan Airport,Khwahan,AF,37.890021,70.20383,3593
HEA,OAHR,Herat - Khwaja Abdullah Ansari International Airport,Guzara,AF,34.209999,62.228298,3206
OAI,OAIX,Bagram Airfield,Bagram,AF,34.946098,69.264999,4895
JAA,OAJL,Jalalabad Airport,Jalalabad,AF,34.399799,70.498596,1814
KBL,OAKB,Kabul International Airport,Kabul,AF,34.565899,69.212303,5877
KDH,OAKN,Ahmad Shah Baba International Airport / Kandahar Airfield,Khvoshab,AF,31.5058,65.847801,3337
KHT,OAKS,Khost International Airport,Khost,AF,33.284605,69.80734,4204
MMZ,OAMN,Maymana Zahiraddin Faryabi Airport,Maymana,AF,35.930801,64.760902,2743
MZR,OAMS,Mazar-i-Sharif International Airport,Mazar-i-Sharif,AF,36.706902,67.209702,1284
,OANL,Nili Airport,Nili,AF,33.739456,66.157408,
,OANZ,Nimroz Airport,,AF,30.963333,62.060833,1581
URN,OAOG,Urgun Airport,Urgun,AF,32.939933,69.150064,7300
,OAQA,Qalat Airport,Qalat,AF,32.133839,66.898917,5383
LQN,OAQN,Qala-i-Naw Airport,Qala-i-Naw,AF,34.985472,63.117404,2999
URZ,OARG,Orūzgān Airport,Orūzgān,AF,32.9029998779,66.630897522,6725
KUR,OARZ,Razer Airport,Skazar,AF,36.029893,70.714159,
OAS,OASA,Sharana Airstrip,Sharana,AF,33.12575,68.838517,7340
OAH,OASD,Shindand Air Base,Shindand,AF,33.3913,62.261002,3773
,OASG,Sheberghan Airport,Sheberghan,AF,36.751076,65.913038,1053
OAA,OASH,Shank Air Base,Baraki Barak,AF,33.922217,69.07794,6890
OLR,OASL,Salerno Airport,Khost,AF,33.3638,69.9561,3780
SGA,OASN,Sheghnan Airport,Shiveh,AF,37.497642,71.508484,6700
TII,OATN,Tarinkot Airport,Tarinkot,AF,32.604198,65.865799,4429
TQN,OATQ,Taleqan Airport,Taleqan,AF,36.770699,69.531998,2606
UND,OAUZ,Kunduz Airport,Kunduz,AF,36.6651,68.910797,1457
,OAYQ,Yangi Qaleh Airport,Yangi Qaleh,AF,37.459,69.646599,1600
,OAYW,Yawan Airport,Yawan,AF,37.563636,70.444496,5645
OAZ,OAZI,Camp Shorabak Airfield,Lashkar Gah,AF,31.848735,64.223175,2943
ZAJ,OAZJ,Zaranj Airport,Zaranj,AF,30.972222,61.865833,1572
BAH,OBBI,Bahrain International Airport,Manama,BH,26.267295,50.63764,6
,OBBS,Sheik Isa Air Base,Sitrah,BH,25.9184,50.590599,136
,OBKH,Sakhir Air Base,Zallaq,BH,26.034533,50.524544,49
OCS,,Corisco International Airport,Corisco Island,GQ,0.9125,9.3304,55
AHB,OEAB,Abha International Airport,Abha,SA,18.2404,42.656601,6858
HOF,OEAH,Al-Ahsa International Airport,Hofuf,SA,25.285299,49.485199,588
ULH,OEAO,Majeed Bin Abdulaziz Airport,Al Ula,SA,26.483333,38.116944,2050
ABT,OEBA,King Saud Bin Abdulaziz (Al Baha) Airport,Al-Baha,SA,20.298506,41.636153,5486
BHH,OEBH,Bisha Airport,Bisha,SA,19.9844,42.620899,3887
DMM,OEDF,King Fahd International Airport,Ad Dammam,SA,26.471201,49.797901,72
DWD,,King Salman Abdulaziz Airport,Dawadmi,SA,24.4499,44.121201,3026
DHA,OEDR,King Abdulaziz Air Base,Dhahran,SA,26.2654,50.152,84
GIZ,OEGN,Jizan Regional Airport / King Abdullah bin Abdulaziz Airport,Jizan,SA,16.9011,42.5858,20
ELQ,OEGS,Gassim Airport,Buraidah,SA,26.302799,43.774399,2126
URY,OEGT,Gurayat Domestic Airport,Gurayat,SA,31.412413,37.278898,1672
HAS,OEHL,Ha'il Airport,Ha'il,SA,27.437901,41.686298,3331
QJB,,Jubail Airport,Jubail,SA,27.039,49.405102,26
JED,OEJN,King Abdulaziz International Airport,Jeddah,SA,21.6796,39.156502,48
KMC,OEKK,King Khaled Military City Airport,King Khaled Military City,SA,27.9009,45.528198,1352
KMX,OEKM,King Khalid Air Base,Khamis Mushait,SA,18.2973,42.803501,6778
MED,OEMA,Prince Mohammad Bin Abdulaziz Airport,Medina,SA,24.5534,39.705101,2151
EAM,OENG,Najran Domestic Airport,Najran,SA,17.611401,44.419201,3982
NUM,OENN,Neom Bay Airport,Sharma,SA,27.927598,35.28874,29
AQI,OEPA,Al Qaisumah/Hafr Al Batin Airport,Qaisumah,SA,28.335199,46.125099,1174
AKH,OEPS,Prince Sultan Air Base,Al Kharj,SA,24.0627,47.580502,1651
RAH,OERF,Rafha Domestic Airport,Rafha,SA,29.626399993896484,43.4906005859375,1474
RUH,OERK,King Khaled International Airport,Riyadh,SA,24.9576,46.698799,2049
RAE,OERR,Arar Domestic Airport,Arar,SA,30.906600952148438,41.13819885253906,1813
SHW,OESH,Sharurah Domestic Airport,Sharurah,SA,17.4669,47.121399,2363
AJF,OESK,Al-Jawf Domestic Airport,Al-Jawf,SA,29.78510093688965,40.099998474121094,2261
SLF,OESL,As-Sulayyil Airport,As-Sulayyil,SA,20.464701,45.619598,2021
TUU,OETB,Tabuk Airport,Tabuk,SA,28.3654,36.6189,2551
TIF,OETF,Ta’if Regional Airport,Ta’if,SA,21.483001,40.543442,4848
TUI,OETR,Turaif Domestic Airport,Turaif,SA,31.692188,38.731544,2803
WAE,OEWD,Wadi Al Dawasir Domestic Airport,Wadi Al Dawasir,SA,20.504299,45.1996,2062
EJH,OEWJ,Al Wajh Domestic Airport,Al Wajh,SA,26.198601,36.476398,66
YNB,OEYN,Prince Abdul Mohsin bin Abdulaziz International Airport / Yanbu Airport,Yanbu,SA,24.144199,38.0634,26
ZUL,OEZL,Zilfi Airport,Zilfi,SA,26.350000381469727,44.83300018310547,1900
OGM,,Ogobsucum Airport,Ustupu,PA,9.1383,-77.93385,13
IAQ,,Bahregan Airport,Imam Hassan,IR,29.840099,50.272701,20
ABD,OIAA,Abadan Airport,Abadan,IR,30.367887,48.230075,10
DEF,OIAD,Dezful Airport,Dezful,IR,32.434399,48.397598,474
AKW,OIAG,Aghajari Airport,Aghajari,IR,30.7444,49.6772,88
GCH,OIAH,Gachsaran Airport,Gachsaran,IR,30.333869,50.833796,2414
QMJ,,Shahid Asiyaee Airport,Masjed Soleyman,IR,32.001719,49.268599,1206
OMI,OIAJ,Omidiyeh Airport,Omidiyeh,IR,30.835199,49.534901,85
MRX,OIAM,Mahshahr Airport,Mahshahr,IR,30.5562,49.151901,8
AWZ,OIAW,Lieutenant General Qasem Soleimani International Airport,Ahvaz,IR,31.3374,48.762001,66
AEU,OIBA,Abu Musa Island Airport,Abu Musa,IR,25.8757,55.033001,23
BUZ,OIBB,Bushehr Airport,Bushehr,IR,28.9447994232,50.8345985413,68
,OIBH,Bastak Airport,,IR,27.21269989013672,54.318599700927734,1350
KNR,OIBJ,Jam Airport,Jam,IR,27.820499,52.3522,2173
KIH,OIBK,Kish International Airport,Kish Island,IR,26.5261993408,53.980201721200004,101
BDH,OIBL,Bandar Lengeh International Airport,Bandar Lengeh,IR,26.532283,54.82484,67
PGU,OIBP,Persian Gulf International Airport,Khiyaroo,IR,27.379601,52.737701,27
KHK,OIBQ,Khark Airport,Khark,IR,29.260503,50.322193,17
SXI,OIBS,Siri Airport,Siri,IR,25.908899,54.539398,43
LVP,OIBV,Lavan Airport,Lavan Airport,IR,26.810742,53.354302,76
KSH,OICC,Shahid Ashrafi Esfahani Airport,Kermanshah,IR,34.3459014893,47.1581001282,4307
IIL,OICI,Ilam Airport,Ilam,IR,33.58660125732422,46.40480041503906,4404
KHD,OICK,Khoram Abad Airport,,IR,33.43539810180664,48.282901763916016,3782
SDG,OICS,Sanandaj Airport,,IR,35.24589920043945,47.00920104980469,4522
IFH,OIFE,Hesa Airport,Hesa,IR,32.928902,51.5611,5256
KKS,OIFK,Kashan Airport,Kashan,IR,33.895302,51.577,3465
IFN,OIFM,Isfahan Shahid Beheshti International Airport,Isfahan,IR,32.750755,51.861483,5059
CQD,OIFS,Shahrekord Airport,Shahrekord,IR,32.2971992493,50.842201232899995,6723
RAS,OIGG,Sardar-e-Jangal Airport,Rasht,IR,37.323333,49.617778,-40
HDM,OIHH,Hamadan Airport,Hamadan,IR,34.869202,48.552502,5755
AJK,OIHR,Arak Airport,Araak,IR,34.1381,49.847301,5440
NUJ,OIHS,Nojeh Air Base,Amirabad,IR,35.211601,48.6534,5609
IKA,OIIE,Imam Khomeini International Airport,Tehran,IR,35.416099548339844,51.152198791503906,3305
THR,OIII,Mehrabad International Airport,Tehran,IR,35.68920135498047,51.31340026855469,3962
GZW,OIIK,Qazvin Airport,Qazvin,IR,36.240101,50.0471,4184
PYK,OIIP,Payam Karaj International Airport,Karaj,IR,35.7761,50.826698,4170
SNX,OIIS,Semnan Municipal Airport,Semnan,IR,35.591099,53.495098,3665
BND,OIKB,Bandar Abbas International Airport,Bandar Abbas,IR,27.218299865722656,56.37779998779297,22
JYR,OIKJ,Jiroft Airport,Jiroft,IR,28.723519,57.675037,2663
KER,OIKK,Ayatollah Hashemi Rafsanjani International Airport,Kerman,IR,30.271276,56.949692,5741
BXR,OIKM,Bam Airport,Bam,IR,29.0842,58.450001,3231
HDR,OIKP,Havadarya Airport,Bandar Abbas,IR,27.1583,56.172501,19
GSM,OIKQ,Qeshm Dayrestan International Airport,Dayrestan,IR,26.754639,55.902353,45
RJN,OIKR,Rafsanjan Airport,Rafsanjan,IR,30.298345,56.048979,5298
SYJ,OIKY,Sirjan Airport,Sirjan,IR,29.5509,55.672699,5846
XBJ,OIMB,Birjand International Airport,Birjand,IR,32.896525,59.281258,4952
CKT,OIMC,Sarakhs Airport,Sarakhs,IR,36.501202,61.064899,945
RUD,OIMJ,Shahrud International Airport,Shahrud,IR,36.425301,55.104198,4215
MHD,OIMM,Mashhad International Airport,Mashhad,IR,36.235198974609375,59.64099884033203,3263
BJB,OIMN,Bojnord Airport,Bojnord,IR,37.49300003051758,57.30820083618164,3499
AFZ,OIMS,Sabzevar National Airport,Sabzevar,IR,36.16809844970703,57.59519958496094,3010
TCX,OIMT,Tabas Airport,Tabas,IR,33.667801,56.8927,2312
KLM,OINE,Kalaleh Airport,Kalaleh,IR,37.383301,55.452,425
GBT,OING,Gorgan Airport,Gorgan,IR,36.909400939899996,54.4012985229,-24
BSM,OINJ,Bishe Kola Air Base,Amol,IR,36.655102,52.349602,-79
NSH,OINN,Nowshahr Airport,Nowshahr,IR,36.664286,51.46273,-61
RZR,OINR,Ramsar Airport,Ramsar,IR,36.90701,50.687316,-70
SRY,OINZ,Sari Dasht-e Naz International Airport,Sari,IR,36.644408,53.188761,35
FAZ,OISF,Fasa Airport,Fasa,IR,28.8918,53.723301,4261
JAR,OISJ,Jahrom Airport,Jahrom,IR,28.586700439499996,53.5791015625,3358
LRR,OISL,Lar Airport,Lar,IR,27.6747,54.383301,2641
LFM,OISR,Lamerd Airport,Lamerd,IR,27.3727,53.188801,1337
SYZ,OISS,Shiraz Shahid Dastghaib International Airport,Shiraz,IR,29.5392,52.589802,4927
YES,OISY,Yasuj Airport,Yasuj,IR,30.702238,51.542988,5939
KHA,OITH,Khaneh Airport,Khaneh,IR,36.729096,45.158084,4804
KHY,OITK,Khoy Airport,Khoy,IR,38.4275016784668,44.97359848022461,3981
